mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__learning_rate,param_classifier__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.5727262973785401,0.0021557178163263443,0.004474925994873047,0.00010396618243578062,0.5994842503189409,20,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 20}",0.9027308838133069,0.9108987090367429,0.9031891785150079,0.8802195061112497,0.8545772012970816,0.8903230957546778,0.02060435219216081,69,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.7002367973327637,0.006243215865145815,0.005272436141967774,0.00012038314794565207,0.5994842503189409,25,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 25}",0.8999006951340615,0.9104270109235353,0.9031398104265402,0.8725367922175107,0.852731354452482,0.8877471326308258,0.021709351291730263,73,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.8301650047302246,0.006427072020394541,0.00607767105102539,0.00015695532380231741,0.5994842503189409,30,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 30}",0.896772591857001,0.9180734856007945,0.9112855450236967,0.8697430780743328,0.8530805687203792,0.8897910538552409,0.024739571623823738,70,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.9502206802368164,0.0019140446107777866,0.006753158569335937,0.00020462406469431562,0.5994842503189409,35,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 35}",0.8899702085402185,0.9162363455809335,0.9097551342812006,0.8689448740334249,0.841456722374657,0.8852726569620868,0.027446826113525245,78,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.080057430267334,0.005810607870047503,0.007648563385009766,0.00020136052373281657,0.5994842503189409,40,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 40}",0.8894736842105263,0.9032274081429991,0.903041074249605,0.8331254676976803,0.8257919680718384,0.8709319204745298,0.03430666540724292,85,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.202742910385132,0.0034727648312779173,0.007996320724487305,3.9052643035209266e-05,0.5994842503189409,45,"{'classifier__learning_rate': 0.5994842503189409, 'classifier__n_estimators': 45}",0.8871896722939424,0.9000993048659385,0.900227093206951,0.8204040907957098,0.8379645796956847,0.8691769481716453,0.03345972337913478,87,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.18717474937438966,0.00021471905755845967,0.0027703285217285157,9.47047095002869e-06,1.0,5,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 5}",0.868346573982125,0.8839870903674281,0.9297985781990521,0.9083312546769768,0.9300324270391619,0.9040991848529488,0.024631881017563525,43,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.31961865425109864,0.0009137953130113856,0.0027967453002929687,6.816997163877903e-05,1.0,10,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 10}",0.8691658391261172,0.8943147964250248,0.9224921011058451,0.9007982040409079,0.925966575205787,0.9025475031807364,0.020646611944676808,49,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.44536166191101073,0.0005671858916569983,0.003651332855224609,7.79195396769637e-05,1.0,15,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 15}",0.8827954319761668,0.9035004965243296,0.9089158767772512,0.8830880518832627,0.9145422798702918,0.8985684274062603,0.013228668776441951,54,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.5722607612609864,0.0018863646253630497,0.004433298110961914,0.00013555957939768634,1.0,20,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 20}",0.8744786494538231,0.8905163853028797,0.9077310426540285,0.883786480419057,0.9065103517086555,0.8926045819076887,0.01290619351097974,63,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.703824806213379,0.007551456537098221,0.005232954025268554,0.00015163920952115204,1.0,25,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 25}",0.8710526315789475,0.8883316782522344,0.903436018957346,0.8687453230231977,0.8945871788475929,0.8852305661318637,0.013426679999275402,79,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.8310923099517822,0.007379190883402615,0.006051826477050781,0.0001453964306440038,1.0,30,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 30}",0.8660377358490565,0.8901688182720954,0.9065955766192733,0.8700424045896733,0.89892741332003,0.8863543897300257,0.015881962839151748,74,2024-02-22--17-24-49,2024-02-22--17-30-08,100
0.9518738746643066,0.004822011787544942,0.006895112991333008,0.0001758914804089109,1.0,35,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 35}",0.8720953326713009,0.8950347567030783,0.9010663507109005,0.8653030680967821,0.8963332501870791,0.8859665516738282,0.01440204833787229,76,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.086202907562256,0.009613040513461887,0.0077040672302246095,0.00018857986654274148,1.0,40,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 40}",0.8722442899702085,0.8899702085402186,0.9053120063191152,0.8592167622848591,0.8796707408331255,0.8812828015895053,0.015646579448770414,81,2024-02-22--17-24-49,2024-02-22--17-30-08,100
1.2068117618560792,0.007473711759676792,0.008533906936645509,7.142750056277269e-05,1.0,45,"{'classifier__learning_rate': 1.0, 'classifier__n_estimators': 45}",0.8519860973187686,0.8903674280039722,0.9143463665086887,0.8592167622848591,0.8821152407084061,0.879606378964939,0.02239454274944038,82,2024-02-22--17-24-49,2024-02-22--17-30-08,100
